ax,ay,az,gx,gy,gz,quality
-0.872680664,0.145751953,0.099853516,-16.47949219,-27.09960938,36.92626953,1
-0.872680664,0.145751953,0.099853516,-16.47949219,-27.09960938,36.92626953,1
-3.215209961,0.145751953,0.099853516,-16.47949219,-27.09960938,36.92626953,1
-3.215209961,-0.122436523,0.099853516,-16.47949219,-27.09960938,36.92626953,1
-3.215209961,-0.122436523,0.629760742,-16.47949219,-27.09960938,36.92626953,1
-3.215209961,-0.122436523,0.629760742,-16.47949219,-27.09960938,36.92626953,1
-3.215209961,-0.122436523,0.629760742,2.197265625,-27.09960938,36.92626953,1
-3.215209961,-0.122436523,0.629760742,2.197265625,-67.99316406,36.92626953,1
-3.215209961,-0.122436523,0.629760742,2.197265625,-67.99316406,-0.183105469,1
0.880981445,-0.122436523,0.629760742,2.197265625,-67.99316406,-0.183105469,1
0.880981445,-0.200439453,0.629760742,2.197265625,-67.99316406,-0.183105469,1
0.880981445,-0.200439453,0.629760742,2.197265625,-67.99316406,-0.183105469,1
-0.994750977,0.098022461,0.071777344,2.807617188,-10.62011719,-3.295898438,1
-0.994750977,0.098022461,0.071777344,0.305175781,-10.62011719,-3.295898438,1
-0.994750977,0.098022461,0.071777344,0.305175781,-10.62011719,-3.295898438,1
-0.994750977,0.098022461,0.071777344,0.305175781,3.479003906,-3.295898438,1
-0.994750977,0.098022461,0.071777344,0.305175781,3.479003906,-5.554199219,1
-0.997192383,0.098022461,0.071777344,0.305175781,3.479003906,-5.554199219,1
-0.997192383,0.07019043,0.071777344,0.305175781,3.479003906,-5.554199219,1
-0.997192383,0.07019043,0.153198242,0.305175781,3.479003906,-5.554199219,1
-0.997192383,0.07019043,0.153198242,45.8984375,3.479003906,-5.554199219,1
-0.997192383,0.07019043,0.153198242,45.8984375,-112.9760742,-5.554199219,1
-0.997192383,0.07019043,0.153198242,45.8984375,-112.9760742,-27.77099609,1
-0.997192383,0.07019043,0.153198242,45.8984375,-112.9760742,-27.77099609,1
-0.937133789,0.07019043,0.153198242,45.8984375,-112.9760742,-27.77099609,1
-0.937133789,0.028686523,0.153198242,45.8984375,-112.9760742,-27.77099609,1
-0.937133789,0.028686523,0.89831543,45.8984375,-112.9760742,-27.77099609,1
-0.937133789,0.028686523,0.89831543,2.807617188,-112.9760742,-27.77099609,1
-0.937133789,0.028686523,0.89831543,2.807617188,-96.06933594,-27.77099609,1
-0.937133789,0.028686523,0.89831543,2.807617188,-96.06933594,26.73339844,1
0.623291016,0.028686523,0.89831543,2.807617188,-96.06933594,26.73339844,1
0.623291016,0.028686523,0.89831543,2.807617188,-96.06933594,26.73339844,1
0.623291016,0.048706055,0.89831543,2.807617188,-96.06933594,26.73339844,1
0.623291016,0.048706055,0.57019043,2.807617188,-96.06933594,26.73339844,1
0.623291016,0.048706055,0.57019043,-11.65771484,-96.06933594,26.73339844,1
0.623291016,0.048706055,0.57019043,-11.65771484,-46.32568359,26.73339844,1
0.623291016,0.048706055,0.57019043,-11.65771484,-46.32568359,10.80322266,1
0.623291016,0.048706055,0.57019043,-11.65771484,-46.32568359,10.80322266,1
0.608032227,0.048706055,0.57019043,-11.65771484,-46.32568359,10.80322266,1
0.608032227,-0.18359375,0.57019043,-11.65771484,-46.32568359,10.80322266,1
0.608032227,-0.18359375,0.671386719,-11.65771484,-46.32568359,10.80322266,1
0.608032227,-0.18359375,0.671386719,8.666992188,-46.32568359,10.80322266,1
0.608032227,-0.18359375,0.671386719,8.666992188,138.8549805,10.80322266,1
0.608032227,-0.18359375,0.671386719,8.666992188,138.8549805,22.88818359,1
-0.93762207,-0.18359375,0.671386719,8.666992188,138.8549805,22.88818359,1
-0.93762207,-0.055908203,0.671386719,8.666992188,138.8549805,22.88818359,1
-0.93762207,-0.055908203,0.671386719,8.666992188,138.8549805,22.88818359,1
-0.93762207,-0.055908203,0.646728516,8.666992188,138.8549805,22.88818359,1
-0.93762207,-0.055908203,0.646728516,-21.85058594,138.8549805,22.88818359,1
-0.93762207,-0.055908203,0.646728516,-21.85058594,-2.990722656,22.88818359,1
-0.93762207,-0.055908203,0.646728516,-21.85058594,-2.990722656,2.197265625,1
-1.161376953,-0.055908203,0.646728516,-21.85058594,-2.990722656,2.197265625,1
-1.161376953,-0.043579102,0.646728516,-21.85058594,-2.990722656,2.197265625,1
-1.161376953,-0.043579102,0.907592773,-21.85058594,-2.990722656,2.197265625,1
-1.161376953,-0.043579102,0.907592773,2.502441406,-2.990722656,2.197265625,1
-1.161376953,-0.043579102,0.907592773,2.502441406,-2.990722656,2.197265625,1
-1.161376953,-0.043579102,0.907592773,2.502441406,-101.5014648,2.197265625,1
-1.161376953,-0.043579102,0.907592773,2.502441406,-101.5014648,-9.643554688,1
0.319458008,-0.043579102,0.907592773,2.502441406,-101.5014648,-9.643554688,1
0.319458008,-0.092041016,0.907592773,2.502441406,-101.5014648,-9.643554688,1
0.319458008,-0.092041016,0.907592773,2.502441406,-101.5014648,-9.643554688,1
0.319458008,-0.092041016,0.649780273,2.502441406,-101.5014648,-9.643554688,1
0.319458008,-0.092041016,0.649780273,-4.638671875,-101.5014648,-9.643554688,1
0.319458008,-0.092041016,0.649780273,-4.638671875,-41.56494141,-9.643554688,1
0.319458008,-0.092041016,0.649780273,-4.638671875,-41.56494141,-2.868652344,1
0.899169922,-0.092041016,0.649780273,-4.638671875,-41.56494141,-2.868652344,1
0.899169922,-0.273925781,0.649780273,-4.638671875,-41.56494141,-2.868652344,1
0.899169922,-0.273925781,0.241577148,-4.638671875,-41.56494141,-2.868652344,1
0.899169922,-0.273925781,0.241577148,9.887695313,-41.56494141,-2.868652344,1
0.899169922,-0.273925781,0.241577148,9.887695313,-41.56494141,-2.868652344,1
0.899169922,-0.273925781,0.241577148,9.887695313,90.51513672,-2.868652344,1
0.899169922,-0.273925781,0.241577148,9.887695313,90.51513672,3.112792969,1
0.091918945,-0.273925781,0.241577148,9.887695313,90.51513672,3.112792969,1
0.091918945,0.087158203,0.241577148,9.887695313,90.51513672,3.112792969,1
0.091918945,0.087158203,1.028442383,9.887695313,90.51513672,3.112792969,1
0.091918945,0.087158203,1.028442383,-7.202148438,90.51513672,3.112792969,1
0.091918945,0.087158203,1.028442383,-7.202148438,93.62792969,3.112792969,1
0.091918945,0.087158203,1.028442383,-7.202148438,93.62792969,20.5078125,1
0.091918945,0.087158203,1.028442383,-7.202148438,93.62792969,20.5078125,1
-1.020874023,0.087158203,1.028442383,-7.202148438,93.62792969,20.5078125,1
-1.020874023,0.192626953,1.028442383,-7.202148438,93.62792969,20.5078125,1
-1.020874023,0.192626953,0.411132813,-7.202148438,93.62792969,20.5078125,1
-1.020874023,0.192626953,0.411132813,1.46484375,93.62792969,20.5078125,1
-1.020874023,0.192626953,0.411132813,1.46484375,-57.18994141,20.5078125,1
-1.020874023,0.192626953,0.411132813,1.46484375,-57.18994141,-30.57861328,1
-0.866821289,0.192626953,0.411132813,1.46484375,-57.18994141,-30.57861328,1
-0.866821289,0.024169922,0.411132813,1.46484375,-57.18994141,-30.57861328,1
-0.866821289,0.024169922,0.778930664,1.46484375,-57.18994141,-30.57861328,1
-0.866821289,0.024169922,0.778930664,1.46484375,-57.18994141,-30.57861328,1
-0.866821289,0.024169922,0.778930664,-0.549316406,-57.18994141,-30.57861328,1
-0.866821289,0.024169922,0.778930664,-0.549316406,-96.43554688,-30.57861328,1
-0.866821289,0.024169922,0.778930664,-0.549316406,-96.43554688,16.29638672,1
0.623046875,0.024169922,0.778930664,-0.549316406,-96.43554688,16.29638672,1
0.623046875,-0.203125,0.778930664,-0.549316406,-96.43554688,16.29638672,1
0.623046875,-0.203125,0.478149414,-0.549316406,-96.43554688,16.29638672,1
0.623046875,-0.203125,0.478149414,-0.549316406,-96.43554688,16.29638672,1
0.623046875,-0.203125,0.478149414,-20.99609375,-96.43554688,16.29638672,1
0.623046875,-0.203125,0.478149414,-20.99609375,-36.31591797,16.29638672,1
0.623046875,-0.203125,0.478149414,-20.99609375,-36.31591797,4.150390625,1
0.623046875,-0.203125,0.478149414,-20.99609375,-36.31591797,4.150390625,1
0.87902832,-0.203125,0.478149414,-20.99609375,-36.31591797,4.150390625,1
0.87902832,-0.223388672,0.478149414,-20.99609375,-36.31591797,4.150390625,1
0.87902832,-0.223388672,-0.064575195,-20.99609375,-36.31591797,4.150390625,1
0.87902832,-0.223388672,-0.064575195,-9.582519531,-36.31591797,4.150390625,1
0.87902832,-0.223388672,-0.064575195,-9.582519531,-12.6953125,4.150390625,1
0.87902832,-0.223388672,-0.064575195,-9.582519531,-12.6953125,-1.525878906,1
0.87902832,-0.223388672,-0.064575195,-9.582519531,-12.6953125,-1.525878906,1
1.053955078,-0.223388672,-0.064575195,-9.582519531,-12.6953125,-1.525878906,1
1.053955078,-0.500610352,-0.064575195,-9.582519531,-12.6953125,-1.525878906,1
1.053955078,-0.500610352,-0.203735352,-9.582519531,-12.6953125,-1.525878906,1
1.053955078,-0.500610352,-0.203735352,15.13671875,-12.6953125,-1.525878906,1
1.053955078,-0.500610352,-0.203735352,15.13671875,105.1635742,-1.525878906,1
1.053955078,-0.500610352,-0.203735352,15.13671875,105.1635742,-11.16943359,1
0.423095703,-0.500610352,-0.203735352,15.13671875,105.1635742,-11.16943359,1
0.423095703,-0.031738281,-0.203735352,15.13671875,105.1635742,-11.16943359,1
0.423095703,-0.031738281,0.840576172,15.13671875,105.1635742,-11.16943359,1
0.423095703,-0.031738281,0.840576172,15.13671875,105.1635742,-11.16943359,1
0.423095703,-0.031738281,0.840576172,1.586914063,105.1635742,-11.16943359,1
0.423095703,-0.031738281,0.840576172,1.586914063,114.440918,-11.16943359,1
0.423095703,-0.031738281,0.840576172,1.586914063,114.440918,32.10449219,1
-0.826293945,-0.031738281,0.840576172,1.586914063,114.440918,32.10449219,1
-0.826293945,0.088012695,0.840576172,1.586914063,114.440918,32.10449219,1
-0.826293945,0.088012695,0.711669922,1.586914063,114.440918,32.10449219,1
