time,ax,ay,az,gx,gy,gz,quality
3.3,-0.368652344,-0.382324219,0.763671875,-19.22607422,70.49560547,5.737304688,0
3.4,-0.368652344,-0.382324219,0.763671875,-19.22607422,70.49560547,5.737304688,0
3.5,-0.368652344,-0.382324219,0.763671875,-19.22607422,40.71044922,5.737304688,0
3.6,-0.368652344,-0.382324219,0.763671875,-19.22607422,40.71044922,3.356933594,0
3.7,-0.368652344,-0.382324219,0.763671875,-19.22607422,40.71044922,3.356933594,0
3.8,-0.874267578,-0.382324219,0.763671875,-19.22607422,40.71044922,3.356933594,0
3.9,-0.874267578,-0.3203125,0.763671875,-19.22607422,40.71044922,3.356933594,0
4.1,-0.874267578,-0.3203125,0.1875,-19.22607422,40.71044922,3.356933594,0
4.2,-0.874267578,-0.3203125,0.1875,3.051757813,40.71044922,3.356933594,0
4.3,-0.874267578,-0.3203125,0.1875,3.051757813,22.15576172,3.356933594,0
4.4,-0.874267578,-0.3203125,0.1875,3.051757813,22.15576172,3.356933594,0
4.5,-0.874267578,-0.3203125,0.1875,3.051757813,22.15576172,2.380371094,0
4.6,-0.977783203,-0.3203125,0.1875,3.051757813,22.15576172,2.380371094,0
4.7,-0.977783203,-0.296386719,0.1875,3.051757813,22.15576172,2.380371094,0
4.8,-0.977783203,-0.296386719,0.1875,3.051757813,22.15576172,2.380371094,0
4.9,-0.977783203,-0.296386719,0.127685547,3.051757813,22.15576172,2.380371094,0
5,-0.977783203,-0.296386719,0.127685547,0.854492188,22.15576172,2.380371094,0
5.1,-0.977783203,-0.296386719,0.127685547,0.854492188,22.15576172,2.380371094,0
5.2,-0.977783203,-0.296386719,0.127685547,0.854492188,-56.94580078,2.380371094,0
5.3,-0.977783203,-0.296386719,0.127685547,0.854492188,-56.94580078,-12.32910156,0
5.4,-0.812866211,-0.296386719,0.127685547,0.854492188,-56.94580078,-12.32910156,0
5.5,-0.812866211,-0.369140625,0.127685547,0.854492188,-56.94580078,-12.32910156,0
5.6,-0.812866211,-0.369140625,0.814697266,0.854492188,-56.94580078,-12.32910156,0
5.8,-0.812866211,-0.369140625,0.814697266,35.64453125,-56.94580078,-12.32910156,0
5.9,-0.812866211,-0.369140625,0.814697266,35.64453125,-58.53271484,-12.32910156,0
6,-0.812866211,-0.369140625,0.814697266,35.64453125,-58.53271484,7.080078125,0
6.1,-0.812866211,-0.369140625,0.814697266,35.64453125,-58.53271484,7.080078125,0
6.2,-0.062866211,-0.369140625,0.814697266,35.64453125,-58.53271484,7.080078125,0
6.3,-0.062866211,-0.041625977,0.814697266,35.64453125,-58.53271484,7.080078125,0
6.4,-0.062866211,-0.041625977,0.983032227,35.64453125,-58.53271484,7.080078125,0
6.5,-0.062866211,-0.041625977,0.983032227,-2.319335938,-58.53271484,7.080078125,0
6.6,-0.062866211,-0.041625977,0.983032227,-2.319335938,-53.89404297,7.080078125,0
6.7,-0.062866211,-0.041625977,0.983032227,-2.319335938,-53.89404297,-13.42773438,0
6.8,0.619873047,-0.041625977,0.983032227,-2.319335938,-53.89404297,-13.42773438,0
6.9,0.619873047,0.106567383,0.983032227,-2.319335938,-53.89404297,-13.42773438,0
7,0.619873047,0.106567383,0.983032227,-2.319335938,-53.89404297,-13.42773438,0
7.1,0.619873047,0.106567383,0.740112305,-2.319335938,-53.89404297,-13.42773438,0
7.2,0.619873047,0.106567383,0.740112305,-45.95947266,-53.89404297,-13.42773438,0
7.3,0.619873047,0.106567383,0.740112305,-45.95947266,75.31738281,-13.42773438,0
7.5,0.619873047,0.106567383,0.740112305,-45.95947266,75.31738281,12.63427734,0
7.6,-0.240600586,0.106567383,0.740112305,-45.95947266,75.31738281,12.63427734,0
7.7,-0.240600586,-0.255859375,0.740112305,-45.95947266,75.31738281,12.63427734,0
7.8,-0.240600586,-0.255859375,0.946655273,-45.95947266,75.31738281,12.63427734,0
7.9,-0.240600586,-0.255859375,0.946655273,-20.56884766,75.31738281,12.63427734,0
8,-0.240600586,-0.255859375,0.946655273,-20.56884766,75.31738281,12.63427734,0
8.1,-0.240600586,-0.255859375,0.946655273,-20.56884766,45.34912109,12.63427734,0
8.2,-0.240600586,-0.255859375,0.946655273,-20.56884766,45.34912109,16.66259766,0
8.3,-0.842407227,-0.255859375,0.946655273,-20.56884766,45.34912109,16.66259766,0
8.4,-0.842407227,-0.393432617,0.946655273,-20.56884766,45.34912109,16.66259766,0
8.5,-0.842407227,-0.393432617,0.946655273,-20.56884766,45.34912109,16.66259766,0
8.6,-0.842407227,-0.393432617,0.429321289,-20.56884766,45.34912109,16.66259766,0
8.8,-0.842407227,-0.393432617,0.429321289,-7.32421875,45.34912109,16.66259766,0
8.9,-0.842407227,-0.393432617,0.429321289,-7.32421875,21.17919922,16.66259766,0
9,-0.842407227,-0.393432617,0.429321289,-7.32421875,21.17919922,-0.915527344,0
9.1,-0.93371582,-0.393432617,0.429321289,-7.32421875,21.17919922,-0.915527344,0
9.2,-0.93371582,-0.393432617,0.429321289,-7.32421875,21.17919922,-0.915527344,0
9.3,-0.93371582,-0.350463867,0.429321289,-7.32421875,21.17919922,-0.915527344,0
9.4,-0.93371582,-0.350463867,0.048950195,-7.32421875,21.17919922,-0.915527344,0
9.5,-0.93371582,-0.350463867,0.048950195,-7.32421875,21.17919922,-0.915527344,0
9.6,-0.93371582,-0.350463867,0.048950195,6.713867188,21.17919922,-0.915527344,0
9.7,-0.93371582,-0.350463867,0.048950195,6.713867188,-28.80859375,-0.915527344,0
9.8,-0.93371582,-0.350463867,0.048950195,6.713867188,-28.80859375,-10.86425781,0
9.9,-0.964477539,-0.350463867,0.048950195,6.713867188,-28.80859375,-10.86425781,0
10,-0.964477539,-0.350463867,0.048950195,6.713867188,-28.80859375,-10.86425781,0
10.1,-0.964477539,-0.414672852,0.048950195,6.713867188,-28.80859375,-10.86425781,0
10.2,-0.964477539,-0.414672852,0.484985352,6.713867188,-28.80859375,-10.86425781,0
10.3,-0.964477539,-0.414672852,0.484985352,19.16503906,-28.80859375,-10.86425781,0
10.5,-0.964477539,-0.414672852,0.484985352,19.16503906,-48.03466797,-10.86425781,0
10.6,-0.964477539,-0.414672852,0.484985352,19.16503906,-48.03466797,-11.53564453,0
10.7,-0.540649414,-0.414672852,0.484985352,19.16503906,-48.03466797,-11.53564453,0
10.8,-0.540649414,-0.326171875,0.484985352,19.16503906,-48.03466797,-11.53564453,0
10.9,-0.540649414,-0.326171875,0.938720703,19.16503906,-48.03466797,-11.53564453,0
11,-0.540649414,-0.326171875,0.938720703,19.16503906,-48.03466797,-11.53564453,0
11.1,-0.540649414,-0.326171875,0.938720703,25.08544922,-48.03466797,-11.53564453,0
11.2,-0.540649414,-0.326171875,0.938720703,25.08544922,-51.7578125,-11.53564453,0
11.3,-0.540649414,-0.326171875,0.938720703,25.08544922,-51.7578125,3.112792969,0
11.4,0.267944336,-0.326171875,0.938720703,25.08544922,-51.7578125,3.112792969,0
11.5,0.267944336,-0.021484375,0.938720703,25.08544922,-51.7578125,3.112792969,0
11.6,0.267944336,-0.021484375,0.711181641,25.08544922,-51.7578125,3.112792969,0
11.7,0.267944336,-0.021484375,0.711181641,-15.19775391,-51.7578125,3.112792969,0
11.8,0.267944336,-0.021484375,0.711181641,-15.19775391,-51.7578125,3.112792969,0
11.9,0.267944336,-0.021484375,0.711181641,-15.19775391,23.07128906,3.112792969,0
12.1,0.267944336,-0.021484375,0.711181641,-15.19775391,23.07128906,10.55908203,0
12.2,0.27331543,-0.021484375,0.711181641,-15.19775391,23.07128906,10.55908203,0
12.3,0.27331543,-0.139282227,0.711181641,-15.19775391,23.07128906,10.55908203,0
12.4,0.27331543,-0.139282227,1.049560547,-15.19775391,23.07128906,10.55908203,0
12.5,0.27331543,-0.139282227,1.049560547,-15.19775391,23.07128906,10.55908203,0
12.6,0.27331543,-0.139282227,1.049560547,-15.01464844,23.07128906,10.55908203,0
12.7,0.27331543,-0.139282227,1.049560547,-15.01464844,53.83300781,10.55908203,0
12.8,0.27331543,-0.139282227,1.049560547,-15.01464844,53.83300781,11.35253906,0
12.9,-0.589477539,-0.139282227,1.049560547,-15.01464844,53.83300781,11.35253906,0
13,-0.589477539,-0.334960938,1.049560547,-15.01464844,53.83300781,11.35253906,0
13.1,-0.589477539,-0.334960938,0.637695313,-15.01464844,53.83300781,11.35253906,0
13.2,-0.589477539,-0.334960938,0.637695313,-3.90625,53.83300781,11.35253906,0
13.3,-0.589477539,-0.334960938,0.637695313,-3.90625,39.97802734,11.35253906,0
13.5,-0.589477539,-0.334960938,0.637695313,-3.90625,39.97802734,11.35253906,0
13.6,-0.589477539,-0.334960938,0.637695313,-3.90625,39.97802734,2.9296875,0
13.7,-0.938598633,-0.334960938,0.637695313,-3.90625,39.97802734,2.9296875,0
13.8,-0.938598633,-0.359008789,0.637695313,-3.90625,39.97802734,2.9296875,0
13.9,-0.938598633,-0.359008789,0.637695313,-3.90625,39.97802734,2.9296875,0
14,-0.938598633,-0.359008789,0.251220703,-3.90625,39.97802734,2.9296875,0
0.1,-0.995239258,-0.174194336,-0.029052734,-0.061035156,-0.183105469,0.610351563,1
0.2,-0.995239258,-0.139770508,-0.029052734,-0.061035156,-0.183105469,0.610351563,1
0.3,-0.995239258,-0.139770508,0.312255859,-0.061035156,-0.183105469,0.610351563,1
0.4,-0.995239258,-0.139770508,0.312255859,35.94970703,-0.183105469,0.610351563,1
0.5,-0.995239258,-0.139770508,0.312255859,35.94970703,-0.183105469,0.610351563,1
0.6,-0.995239258,-0.139770508,0.312255859,35.94970703,-209.7167969,0.610351563,1
0.7,-0.995239258,-0.139770508,0.312255859,35.94970703,-209.7167969,-52.67333984,1
0.8,-0.259155273,-0.139770508,0.312255859,35.94970703,-209.7167969,-52.67333984,1
0.9,-0.259155273,-0.087402344,0.312255859,35.94970703,-209.7167969,-52.67333984,1
1,-0.259155273,-0.087402344,-0.186279297,35.94970703,-209.7167969,-52.67333984,1
1.1,-0.259155273,-0.087402344,-0.186279297,-12.20703125,-209.7167969,-52.67333984,1
1.2,-0.259155273,-0.087402344,-0.186279297,-12.20703125,120.6665039,-52.67333984,1
1.3,-0.259155273,-0.087402344,-0.186279297,-12.20703125,120.6665039,42.35839844,1
1.4,-0.966064453,-0.087402344,-0.186279297,-12.20703125,120.6665039,42.35839844,1
1.6,-0.966064453,-0.087402344,-0.186279297,-12.20703125,120.6665039,42.35839844,1
1.7,-0.966064453,-0.666381836,-0.186279297,-12.20703125,120.6665039,42.35839844,1
1.8,-0.966064453,-0.666381836,0.353637695,-12.20703125,120.6665039,42.35839844,1
1.9,-0.966064453,-0.666381836,0.353637695,5.249023438,120.6665039,42.35839844,1
2,-0.966064453,-0.666381836,0.353637695,5.249023438,-86.12060547,42.35839844,1
2.1,-0.966064453,-0.666381836,0.353637695,5.249023438,-86.12060547,42.35839844,1
2.2,-0.966064453,-0.666381836,0.353637695,5.249023438,-86.12060547,-76.47705078,1
2.3,-1.098876953,-0.666381836,0.353637695,5.249023438,-86.12060547,-76.47705078,1
2.4,-1.098876953,-0.500732422,0.353637695,5.249023438,-86.12060547,-76.47705078,1
2.5,-1.098876953,-0.500732422,-0.553222656,5.249023438,-86.12060547,-76.47705078,1
2.6,-1.098876953,-0.500732422,-0.553222656,-31.55517578,-86.12060547,-76.47705078,1
2.7,-1.098876953,-0.500732422,-0.553222656,-31.55517578,143.5546875,-76.47705078,1
2.8,-1.098876953,-0.500732422,-0.553222656,-31.55517578,143.5546875,75.50048828,1
2.9,-1.098876953,-0.500732422,-0.553222656,-31.55517578,143.5546875,75.50048828,1
3,-1.066040039,-0.500732422,-0.553222656,-31.55517578,143.5546875,75.50048828,1
3.1,-1.066040039,-0.591430664,-0.553222656,-31.55517578,143.5546875,75.50048828,1
3.2,-1.066040039,-0.591430664,0.497680664,-31.55517578,143.5546875,75.50048828,1
3.4,-1.066040039,-0.591430664,0.497680664,44.00634766,143.5546875,75.50048828,1
3.5,-1.066040039,-0.591430664,0.497680664,44.00634766,-8.422851563,75.50048828,1
3.6,-1.066040039,-0.591430664,0.497680664,44.00634766,-8.422851563,-37.109375,1
3.7,-1.243164063,-0.591430664,0.497680664,44.00634766,-8.422851563,-37.109375,1
3.8,-1.243164063,-0.591430664,0.497680664,44.00634766,-8.422851563,-37.109375,1
3.9,-1.243164063,-0.635131836,0.497680664,44.00634766,-8.422851563,-37.109375,1
4,-1.243164063,-0.635131836,0.827636719,44.00634766,-8.422851563,-37.109375,1
4.1,-1.243164063,-0.635131836,0.827636719,89.41650391,-8.422851563,-37.109375,1
4.2,-1.243164063,-0.635131836,0.827636719,89.41650391,-149.4140625,-37.109375,1
4.3,-1.243164063,-0.635131836,0.827636719,89.41650391,-149.4140625,-22.03369141,1
4.4,0.783691406,-0.635131836,0.827636719,89.41650391,-149.4140625,-22.03369141,1
4.5,0.783691406,-0.041625977,0.827636719,89.41650391,-149.4140625,-22.03369141,1
4.6,0.783691406,-0.041625977,0.827636719,89.41650391,-149.4140625,-22.03369141,1
4.7,0.783691406,-0.041625977,0.759155273,89.41650391,-149.4140625,-22.03369141,1
4.8,0.783691406,-0.041625977,0.759155273,-84.77783203,-149.4140625,-22.03369141,1
4.9,0.783691406,-0.041625977,0.759155273,-84.77783203,160.2172852,-22.03369141,1
5,0.783691406,-0.041625977,0.759155273,-84.77783203,160.2172852,38.69628906,1
5.2,-1.182861328,-0.041625977,0.759155273,-84.77783203,160.2172852,38.69628906,1
0,-1.02722168,-0.405273438,0.008422852,15.01464844,4.638671875,113.2202148,2
0.1,-1.02722168,-0.405273438,0.008422852,15.01464844,4.638671875,-13.36669922,2
0.3,-0.909301758,-0.405273438,0.008422852,15.01464844,4.638671875,-13.36669922,2
0.4,-0.909301758,-1.329223633,0.008422852,15.01464844,4.638671875,-13.36669922,2
0.5,-0.909301758,-1.329223633,0.008422852,15.01464844,4.638671875,-13.36669922,2
0.6,-0.909301758,-1.329223633,0.071289063,15.01464844,4.638671875,-13.36669922,2
0.7,-0.909301758,-1.329223633,0.071289063,10.92529297,4.638671875,-13.36669922,2
0.8,-0.909301758,-1.329223633,0.071289063,10.92529297,-1.098632813,-13.36669922,2
0.9,-0.909301758,-1.329223633,0.071289063,10.92529297,-1.098632813,-83.37402344,2
1,0.342407227,-1.329223633,0.071289063,10.92529297,-1.098632813,-83.37402344,2
1.1,0.342407227,-0.241821289,0.071289063,10.92529297,-1.098632813,-83.37402344,2
1.2,0.342407227,-0.241821289,0.071289063,10.92529297,-1.098632813,-83.37402344,2
1.3,0.342407227,-0.241821289,0.278808594,10.92529297,-1.098632813,-83.37402344,2
1.4,0.342407227,-0.241821289,0.278808594,-39.97802734,-1.098632813,-83.37402344,2
1.5,0.342407227,-0.241821289,0.278808594,-39.97802734,22.27783203,-83.37402344,2
1.6,0.342407227,-0.241821289,0.278808594,-39.97802734,22.27783203,143.1274414,2
1.7,0.342407227,-0.241821289,0.278808594,-39.97802734,22.27783203,143.1274414,2
1.8,-1.076049805,-0.241821289,0.278808594,-39.97802734,22.27783203,143.1274414,2
1.9,-1.076049805,-0.485351563,0.278808594,-39.97802734,22.27783203,143.1274414,2
2,-1.076049805,-0.485351563,0.070556641,-39.97802734,22.27783203,143.1274414,2
2.2,-1.076049805,-0.485351563,0.070556641,0.061035156,22.27783203,143.1274414,2
2.3,-1.076049805,-0.485351563,0.070556641,0.061035156,-10.80322266,143.1274414,2
2.4,-1.076049805,-0.485351563,0.070556641,0.061035156,-10.80322266,-219.1162109,2
2.5,-0.357177734,-0.485351563,0.070556641,0.061035156,-10.80322266,-219.1162109,2
2.6,-0.357177734,-0.67199707,0.070556641,0.061035156,-10.80322266,-219.1162109,2
2.7,-0.357177734,-0.67199707,0.070556641,0.061035156,-10.80322266,-219.1162109,2
2.8,-0.357177734,-0.67199707,0.065429688,0.061035156,-10.80322266,-219.1162109,2
2.9,-0.357177734,-0.67199707,0.065429688,-16.41845703,-10.80322266,-219.1162109,2
3,-0.357177734,-0.67199707,0.065429688,-16.41845703,-19.83642578,-219.1162109,2
3.1,-0.357177734,-0.67199707,0.065429688,-16.41845703,-19.83642578,151.9775391,2
3.2,-0.306762695,-0.67199707,0.065429688,-16.41845703,-19.83642578,151.9775391,2
3.3,-0.306762695,-1.175048828,0.065429688,-16.41845703,-19.83642578,151.9775391,2
3.4,-0.306762695,-1.175048828,0.051269531,-16.41845703,-19.83642578,151.9775391,2
3.5,-0.306762695,-1.175048828,0.051269531,-16.41845703,-19.83642578,151.9775391,2
3.6,-0.306762695,-1.175048828,0.051269531,-3.662109375,-19.83642578,151.9775391,2
3.7,-0.306762695,-1.175048828,0.051269531,-3.662109375,-1.586914063,151.9775391,2
3.8,-0.306762695,-1.175048828,0.051269531,-3.662109375,-1.586914063,37.90283203,2
3.9,-1.028198242,-1.175048828,0.051269531,-3.662109375,-1.586914063,37.90283203,2
4.1,-1.028198242,-0.708007813,0.051269531,-3.662109375,-1.586914063,37.90283203,2
4.2,-1.028198242,-0.708007813,-0.037231445,-3.662109375,-1.586914063,37.90283203,2
4.3,-1.028198242,-0.708007813,-0.037231445,20.38574219,-1.586914063,37.90283203,2
4.4,-1.028198242,-0.708007813,-0.037231445,20.38574219,-1.586914063,37.90283203,2
4.5,-1.028198242,-0.708007813,-0.037231445,20.38574219,30.70068359,37.90283203,2
4.6,-1.028198242,-0.708007813,-0.037231445,20.38574219,30.70068359,-160.7666016,2
4.7,0.3984375,-0.708007813,-0.037231445,20.38574219,30.70068359,-160.7666016,2
4.8,0.3984375,0.168701172,-0.037231445,20.38574219,30.70068359,-160.7666016,2
4.9,0.3984375,0.168701172,0.231201172,20.38574219,30.70068359,-160.7666016,2
5,0.3984375,0.168701172,0.231201172,-45.53222656,30.70068359,-160.7666016,2
5.1,0.3984375,0.168701172,0.231201172,-45.53222656,-2.563476563,-160.7666016,2
5.2,0.3984375,0.168701172,0.231201172,-45.53222656,-2.563476563,169.0063477,2
5.3,0.3984375,0.168701172,0.231201172,-45.53222656,-2.563476563,169.0063477,2
5.4,-0.770996094,0.168701172,0.231201172,-45.53222656,-2.563476563,169.0063477,2
5.5,-0.770996094,-0.82019043,0.231201172,-45.53222656,-2.563476563,169.0063477,2
5.6,-0.770996094,-0.82019043,-0.034667969,-45.53222656,-2.563476563,169.0063477,2
5.8,-0.770996094,-0.82019043,-0.034667969,-22.33886719,-2.563476563,169.0063477,2
