time,ax,ay,az,gx,gy,gz,quality
2.5,-0.459838867,-0.870361328,-0.817871094,25.20751953,23.74267578,-15.38085938,0
2.6,-0.934814453,-0.870361328,-0.817871094,25.20751953,23.74267578,-15.38085938,0
2.7,-0.934814453,-0.580688477,-0.817871094,25.20751953,23.74267578,-15.38085938,0
2.8,-0.934814453,-0.580688477,-0.669921875,25.20751953,23.74267578,-15.38085938,0
2.9,-0.934814453,-0.580688477,-0.669921875,25.20751953,23.74267578,-15.38085938,0
3.1,-0.934814453,-0.580688477,-0.669921875,54.19921875,23.74267578,-15.38085938,0
3.2,-0.934814453,-0.580688477,-0.669921875,54.19921875,15.93017578,-15.38085938,0
3.3,-0.934814453,-0.580688477,-0.669921875,54.19921875,15.93017578,-151.6113281,0
3.4,0.149780273,-0.580688477,-0.669921875,54.19921875,15.93017578,-151.6113281,0
3.5,0.149780273,-0.580688477,-0.669921875,54.19921875,15.93017578,-151.6113281,0
3.6,0.149780273,0.074707031,-0.669921875,54.19921875,15.93017578,-151.6113281,0
3.7,0.149780273,0.074707031,0.0859375,54.19921875,15.93017578,-151.6113281,0
3.8,0.149780273,0.074707031,0.0859375,43.45703125,15.93017578,-151.6113281,0
3.9,0.149780273,0.074707031,0.0859375,43.45703125,25.26855469,-151.6113281,0
4,0.149780273,0.074707031,0.0859375,43.45703125,25.26855469,76.35498047,0
4.1,0.25012207,0.074707031,0.0859375,43.45703125,25.26855469,76.35498047,0
4.2,0.25012207,-0.307739258,0.0859375,43.45703125,25.26855469,76.35498047,0
4.3,0.25012207,-0.307739258,0.076171875,43.45703125,25.26855469,76.35498047,0
4.4,0.25012207,-0.307739258,0.076171875,-150.1464844,25.26855469,76.35498047,0
4.6,0.25012207,-0.307739258,0.076171875,-150.1464844,25.26855469,76.35498047,0
4.7,0.25012207,-0.307739258,0.076171875,-150.1464844,53.22265625,76.35498047,0
4.8,0.25012207,-0.307739258,0.076171875,-150.1464844,53.22265625,99.54833984,0
4.9,-1.01953125,-0.307739258,0.076171875,-150.1464844,53.22265625,99.54833984,0
5,-1.01953125,-0.341796875,0.076171875,-150.1464844,53.22265625,99.54833984,0
5.1,-1.01953125,-0.341796875,-0.429199219,-150.1464844,53.22265625,99.54833984,0
5.2,-1.01953125,-0.341796875,-0.429199219,15.07568359,53.22265625,99.54833984,0
5.3,-1.01953125,-0.341796875,-0.429199219,15.07568359,-23.49853516,99.54833984,0
5.4,-1.01953125,-0.341796875,-0.429199219,15.07568359,-23.49853516,99.54833984,0
5.5,-1.01953125,-0.341796875,-0.429199219,15.07568359,-23.49853516,-129.4555664,0
5.6,-1.291992188,-0.341796875,-0.429199219,15.07568359,-23.49853516,-129.4555664,0
5.7,-1.291992188,-1.219848633,-0.429199219,15.07568359,-23.49853516,-129.4555664,0
5.8,-1.291992188,-1.219848633,-0.162109375,15.07568359,-23.49853516,-129.4555664,0
5.9,-1.291992188,-1.219848633,-0.162109375,156.3720703,-23.49853516,-129.4555664,0
6,-1.291992188,-1.219848633,-0.162109375,156.3720703,-48.828125,-129.4555664,0
6.2,-1.291992188,-1.219848633,-0.162109375,156.3720703,-48.828125,-125,0
6.3,0.764038086,-1.219848633,-0.162109375,156.3720703,-48.828125,-125,0
6.4,0.764038086,0.695068359,-0.162109375,156.3720703,-48.828125,-125,0
6.5,0.764038086,0.695068359,-0.162109375,156.3720703,-48.828125,-125,0
6.6,0.764038086,0.695068359,0.180297852,156.3720703,-48.828125,-125,0
6.7,0.764038086,0.695068359,0.180297852,-62.13378906,-48.828125,-125,0
6.8,0.764038086,0.695068359,0.180297852,-62.13378906,79.34570313,-125,0
6.9,0.764038086,0.695068359,0.180297852,-62.13378906,79.34570313,218.9331055,0
7,-0.938476563,0.695068359,0.180297852,-62.13378906,79.34570313,218.9331055,0
7.1,-0.938476563,-1.318115234,0.180297852,-62.13378906,79.34570313,218.9331055,0
7.2,-0.938476563,-1.318115234,-0.645629883,-62.13378906,79.34570313,218.9331055,0
7.4,-0.938476563,-1.318115234,-0.645629883,54.80957031,79.34570313,218.9331055,0
7.5,-0.938476563,-1.318115234,-0.645629883,54.80957031,20.5078125,218.9331055,0
7.6,-0.938476563,-1.318115234,-0.645629883,54.80957031,20.5078125,218.9331055,0
0,-0.796020508,-0.345092773,-0.505004883,2.44140625,4.943847656,6.042480469,1
0.1,-0.796020508,-0.345092773,-0.505004883,2.44140625,4.943847656,-0.244140625,1
0.2,-0.793579102,-0.345092773,-0.505004883,2.44140625,4.943847656,-0.244140625,1
0.3,-0.793579102,-0.345092773,-0.505004883,2.44140625,4.943847656,-0.244140625,1
0.4,-0.793579102,-0.737915039,-0.505004883,2.44140625,4.943847656,-0.244140625,1
0.5,-0.793579102,-0.737915039,-1.069946289,2.44140625,4.943847656,-0.244140625,1
0.6,-0.793579102,-0.737915039,-1.069946289,242.1264648,4.943847656,-0.244140625,1
0.7,-0.793579102,-0.737915039,-1.069946289,242.1264648,4.943847656,-0.244140625,1
0.8,-0.793579102,-0.737915039,-1.069946289,242.1264648,-156.1889648,-0.244140625,1
1,-0.793579102,-0.737915039,-1.069946289,242.1264648,-156.1889648,172.1191406,1
1.1,-1.759643555,-0.737915039,-1.069946289,242.1264648,-156.1889648,172.1191406,1
1.2,-1.759643555,-1.638183594,-1.069946289,242.1264648,-156.1889648,172.1191406,1
1.3,-1.759643555,-1.638183594,-1.073364258,242.1264648,-156.1889648,172.1191406,1
1.4,-1.759643555,-1.638183594,-1.073364258,102.9663086,-156.1889648,172.1191406,1
1.5,-1.759643555,-1.638183594,-1.073364258,102.9663086,-94.78759766,172.1191406,1
1.6,-1.759643555,-1.638183594,-1.073364258,102.9663086,-94.78759766,-340.9423828,1
1.7,-1.759643555,-1.638183594,-1.073364258,102.9663086,-94.78759766,-340.9423828,1
1.8,-0.999755859,-1.638183594,-1.073364258,102.9663086,-94.78759766,-340.9423828,1
1.9,-0.999755859,-0.176635742,-1.073364258,102.9663086,-94.78759766,-340.9423828,1
2,-0.999755859,-0.176635742,-1.073364258,102.9663086,-94.78759766,-340.9423828,1
2.1,-0.999755859,-0.176635742,-1.177124023,102.9663086,-94.78759766,-340.9423828,1
2.2,-0.999755859,-0.176635742,-1.177124023,-89.05029297,-94.78759766,-340.9423828,1
2.3,-0.999755859,-0.176635742,-1.177124023,-89.05029297,84.83886719,-340.9423828,1
2.5,-0.999755859,-0.176635742,-1.177124023,-89.05029297,84.83886719,-340.9423828,1
2.6,-0.999755859,-0.176635742,-1.177124023,-89.05029297,84.83886719,192.0166016,1
2.7,-1.533813477,-0.176635742,-1.177124023,-89.05029297,84.83886719,192.0166016,1
2.8,-1.533813477,-0.176635742,-1.177124023,-89.05029297,84.83886719,192.0166016,1
2.9,-1.533813477,-1.654907227,-1.177124023,-89.05029297,84.83886719,192.0166016,1
3,-1.533813477,-1.654907227,-1.158203125,-89.05029297,84.83886719,192.0166016,1
3.1,-1.533813477,-1.654907227,-1.158203125,170.1660156,84.83886719,192.0166016,1
3.2,-1.533813477,-1.654907227,-1.158203125,170.1660156,-58.28857422,192.0166016,1
3.3,-1.533813477,-1.654907227,-1.158203125,170.1660156,-58.28857422,164.7338867,1
3.4,-0.474731445,-1.654907227,-1.158203125,170.1660156,-58.28857422,164.7338867,1
3.5,-0.474731445,-1.654907227,-1.158203125,170.1660156,-58.28857422,164.7338867,1
3.6,-0.474731445,-1.323852539,-1.158203125,170.1660156,-58.28857422,164.7338867,1
3.7,-0.474731445,-1.323852539,0.5703125,170.1660156,-58.28857422,164.7338867,1
3.8,-0.474731445,-1.323852539,0.5703125,-39.91699219,-58.28857422,164.7338867,1
0.1,-0.985839844,-0.302612305,0.09753418,24.90234375,7.751464844,11.29150391,2
0.2,-0.985839844,-0.302612305,0.09753418,24.90234375,7.751464844,11.29150391,2
0.3,-0.985839844,-0.302612305,0.096557617,24.90234375,7.751464844,11.29150391,2
0.4,-0.985839844,-0.302612305,0.096557617,-2.014160156,7.751464844,11.29150391,2
0.5,-0.985839844,-0.302612305,0.096557617,-2.014160156,0.183105469,11.29150391,2
0.6,-0.985839844,-0.302612305,0.096557617,-2.014160156,0.183105469,-2.44140625,2
0.7,-1.112304688,-0.302612305,0.096557617,-2.014160156,0.183105469,-2.44140625,2
0.8,-1.112304688,-1.285888672,0.096557617,-2.014160156,0.183105469,-2.44140625,2
0.9,-1.112304688,-1.285888672,0.333007813,-2.014160156,0.183105469,-2.44140625,2
1.1,-1.112304688,-1.285888672,0.333007813,47.91259766,0.183105469,-2.44140625,2
1.2,-1.112304688,-1.285888672,0.333007813,47.91259766,-164.1845703,-2.44140625,2
1.3,-1.112304688,-1.285888672,0.333007813,47.91259766,-164.1845703,-2.44140625,2
1.4,-1.112304688,-1.285888672,0.333007813,47.91259766,-164.1845703,-35.52246094,2
1.5,-0.313598633,-1.285888672,0.333007813,47.91259766,-164.1845703,-35.52246094,2
1.6,-0.313598633,-0.538330078,0.333007813,47.91259766,-164.1845703,-35.52246094,2
1.7,-0.313598633,-0.538330078,0.686401367,47.91259766,-164.1845703,-35.52246094,2
1.8,-0.313598633,-0.538330078,0.686401367,-108.215332,-164.1845703,-35.52246094,2
1.9,-0.313598633,-0.538330078,0.686401367,-108.215332,33.08105469,-35.52246094,2
2,-0.313598633,-0.538330078,0.686401367,-108.215332,33.08105469,13.73291016,2
2.1,-1.038574219,-0.538330078,0.686401367,-108.215332,33.08105469,13.73291016,2
2.2,-1.038574219,-0.538330078,0.686401367,-108.215332,33.08105469,13.73291016,2
2.3,-1.038574219,-0.991821289,0.686401367,-108.215332,33.08105469,13.73291016,2
2.4,-1.038574219,-0.991821289,0.880371094,-108.215332,33.08105469,13.73291016,2
2.5,-1.038574219,-0.991821289,0.880371094,109.375,33.08105469,13.73291016,2
2.7,-1.038574219,-0.991821289,0.880371094,109.375,-125.8544922,13.73291016,2
2.8,-1.038574219,-0.991821289,0.880371094,109.375,-125.8544922,-34.66796875,2
2.9,0.079711914,-0.991821289,0.880371094,109.375,-125.8544922,-34.66796875,2
3,0.079711914,-1.006958008,0.880371094,109.375,-125.8544922,-34.66796875,2
3.1,0.079711914,-1.006958008,0.857910156,109.375,-125.8544922,-34.66796875,2
3.2,0.079711914,-1.006958008,0.857910156,109.375,-125.8544922,-34.66796875,2
3.3,0.079711914,-1.006958008,0.857910156,-111.6333008,-125.8544922,-34.66796875,2
3.4,0.079711914,-1.006958008,0.857910156,-111.6333008,77.08740234,-34.66796875,2
3.5,0.079711914,-1.006958008,0.857910156,-111.6333008,77.08740234,65.30761719,2
3.6,-1.109130859,-1.006958008,0.857910156,-111.6333008,77.08740234,65.30761719,2
3.7,-1.109130859,-0.594970703,0.857910156,-111.6333008,77.08740234,65.30761719,2
3.8,-1.109130859,-0.594970703,0.801147461,-111.6333008,77.08740234,65.30761719,2
3.9,-1.109130859,-0.594970703,0.801147461,133.4838867,77.08740234,65.30761719,2
4,-1.109130859,-0.594970703,0.801147461,133.4838867,-176.2695313,65.30761719,2
4.1,-1.109130859,-0.594970703,0.801147461,133.4838867,-176.2695313,65.30761719,2
4.3,-1.109130859,-0.594970703,0.801147461,133.4838867,-176.2695313,60.42480469,2
4.4,0.361450195,-0.594970703,0.801147461,133.4838867,-176.2695313,60.42480469,2
4.5,0.361450195,-0.110107422,0.801147461,133.4838867,-176.2695313,60.42480469,2
4.6,0.361450195,-0.110107422,0.805053711,133.4838867,-176.2695313,60.42480469,2
4.7,0.361450195,-0.110107422,0.805053711,133.4838867,-176.2695313,60.42480469,2
4.8,0.361450195,-0.110107422,0.805053711,-75.98876953,-176.2695313,60.42480469,2
4.9,0.361450195,-0.110107422,0.805053711,-75.98876953,122.6196289,60.42480469,2
5,0.361450195,-0.110107422,0.805053711,-75.98876953,122.6196289,115.9057617,2
